repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,noise_seed,sampled_cmapss_prediction_error,perturbed_surrogate_rul_input,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
24,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100065,-52.02224049613165,42.791856106941104,0.6576651511444711,0.5333333333333333,35.07547472770513,2,65.76651511444712,2,60.0,4
25,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100066,41.794058251586286,74.11036338072199,0.40711709295422405,0.6666666666666667,27.141139530281606,1,40.7117092954224,2,80.0,2
25,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100066,26.809992941525824,148.62629191255186,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
25,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100066,15.748825681339358,188.7333128033569,0.0,0.8,0.0,3,0.0,3,80.0,2
25,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100066,10.513396462802081,58.063667424588985,0.5354906606032881,0.4,21.419626424131526,2,53.54906606032881,1,40.0,5
25,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100066,51.65009457434899,146.46419117742175,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
26,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100067,-13.829895200868418,18.48640992826729,0.8521087205738617,0.6666666666666667,56.807248038257455,1,85.21087205738617,1,80.0,2
26,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100067,48.09110371697299,169.90740268799902,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
26,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100067,30.5225019730773,203.50698909509487,0.0,0.8,0.0,3,0.0,3,80.0,2
26,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100067,11.523056750353184,59.07332771214009,0.5274133783028793,0.4,21.09653513211517,2,52.741337830287925,2,40.0,5
26,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100067,36.98986511092799,131.80396171400074,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
27,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100068,-71.48028635303696,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
27,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100068,27.091569398546756,148.9078683695728,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
27,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100068,7.674026402415856,180.6585135244334,0.0,0.8,0.0,4,0.0,4,80.0,2
27,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100068,-35.29661798545809,12.253652976328816,0.9019707761893695,0.4,36.07883104757478,2,90.19707761893694,2,40.0,5
27,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100068,4.387698171086593,99.20179477415935,0.20638564180672514,0.5333333333333333,11.007234229692008,3,20.638564180672514,3,60.0,4
28,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100069,22.010136492385552,54.326441621521255,0.56538846702783,0.6666666666666667,37.692564468522,1,56.538846702783,1,80.0,2
28,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100069,1.9973582207874658,123.8136571918135,0.009490742465491975,0.9333333333333333,0.8858026301125843,4,0.9490742465491975,4,100.0,1
28,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100069,43.694170053471346,216.6786571754889,0.0,0.8,0.0,5,0.0,5,80.0,2
28,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100069,25.98452187961576,73.53479284140266,0.41172165726877874,0.4,16.468866290751148,3,41.17216572687787,2,40.0,5
28,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100069,-10.328537919532085,84.48555868354067,0.32411553053167463,0.5333333333333333,17.28616162835598,2,32.41155305316747,3,60.0,4
29,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100070,11.630432288543414,43.94673741767912,0.648426100658567,0.6666666666666667,43.22840671057114,2,64.8426100658567,2,80.0,2
29,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100070,-19.334581278809647,102.48171769221639,0.18014625846226884,0.9333333333333333,16.81365078981176,3,18.014625846226885,4,100.0,1
29,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100070,12.035916402742064,185.02040352475962,0.0,0.8,0.0,5,0.0,5,80.0,2
29,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100070,36.238923618040396,83.7891945798273,0.32968644336138164,0.4,13.187457734455265,4,32.96864433613816,3,40.0,5
29,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100070,-113.01932477750222,0.0,1.0,0.5333333333333333,53.333333333333336,1,100.0,1,60.0,4
30,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100071,58.5800091035375,90.8963142326732,0.27282948613861435,0.6666666666666667,18.18863240924096,2,27.282948613861436,2,80.0,2
30,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100071,14.137819200250984,135.95411817127703,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
30,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100071,-48.20096342847564,124.78352369354192,0.001731810451664595,0.8,0.1385448361331676,4,0.1731810451664595,4,80.0,2
30,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100071,15.228744266884025,62.77901522867093,0.4977678781706326,0.4,19.910715126825306,1,49.77678781706326,1,40.0,5
30,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100071,18.347515757510596,113.16161236058335,0.0947071011153332,0.5333333333333333,5.0510453928177705,3,9.47071011153332,3,60.0,4
31,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100072,50.894323897289574,83.21062902642528,0.3343149677885977,0.6666666666666667,22.287664519239847,1,33.43149677885977,2,80.0,2
31,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100072,14.905999022876916,136.72229799390297,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
31,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100072,26.263690286704023,199.24817740872157,0.0,0.8,0.0,4,0.0,4,80.0,2
31,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100072,14.028732216679192,61.579003178466095,0.5073679745722712,0.4,20.294718982890853,2,50.73679745722713,1,40.0,5
31,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100072,24.143342242177628,118.95743884525038,0.04834048923799694,0.5333333333333333,2.5781594260265033,3,4.834048923799694,3,60.0,4
32,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100073,13.747893273202951,46.06419840233866,0.6314864127812907,0.6666666666666667,42.09909418541938,1,63.14864127812907,1,80.0,2
32,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100073,35.29624813727458,157.11254710830062,0.0,0.9333333333333333,0.0,3,0.0,3,100.0,1
32,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100073,-20.711493880227575,152.27299324178998,0.0,0.8,0.0,3,0.0,3,80.0,2
32,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100073,40.57070685993917,88.12097782172609,0.29503217742619126,0.4,11.80128709704765,2,29.503217742619125,2,40.0,5
32,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100073,73.40830412902133,168.2224007320941,0.0,0.5333333333333333,0.0,3,0.0,3,60.0,4
33,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100074,15.856232048566714,48.172537177702424,0.6146197025783806,0.6666666666666667,40.97464683855871,1,61.46197025783806,2,80.0,2
33,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100074,7.426813901118568,129.24311287214462,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
33,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100074,-1.9071203732805584,171.077366748737,0.0,0.8,0.0,4,0.0,4,80.0,2
33,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100074,-130.2830381310739,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
33,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100074,16.036957451060513,110.85105405413327,0.11319156756693383,0.5333333333333333,6.036883603569804,3,11.319156756693383,3,60.0,4
34,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100075,0.46703428045299666,32.783339409588706,0.7377332847232904,0.6666666666666667,49.1822189815527,1,73.77332847232904,1,80.0,2
34,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100075,-3.7263633204030233,118.08993565062302,0.055280514795015834,0.9333333333333333,5.159514714201477,3,5.528051479501583,4,100.0,1
34,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100075,26.34606416660677,199.33055128862432,0.0,0.8,0.0,5,0.0,5,80.0,2
34,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100075,12.61788055363336,60.16815151542026,0.5186547878766379,0.4,20.74619151506552,2,51.86547878766379,2,40.0,5
34,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100075,19.63136017101755,114.4454567740903,0.08443634580727755,0.5333333333333333,4.503271776388136,4,8.443634580727755,3,60.0,4
35,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100076,-118.86801372187972,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
35,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100076,-3.221128363495853,118.59517060753019,0.05123863513975846,0.9333333333333333,4.782272613044123,5,5.123863513975846,5,100.0,1
35,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100076,-79.03039140170262,93.95409572031494,0.24836723423748053,0.8,19.869378738998446,3,24.836723423748055,4,80.0,2
35,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100076,2.7749325659265383,50.32520352771345,0.5973983717782925,0.4,23.8959348711317,2,59.739837177829244,2,40.0,5
35,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100076,-7.527090823264895,87.28700577980786,0.30170395376153714,0.5333333333333333,16.090877533948646,4,30.170395376153714,3,60.0,4
36,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100077,-6.787585076006105,25.5287200531296,0.7957702395749632,0.6666666666666667,53.05134930499755,1,79.57702395749632,1,80.0,2
36,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100077,-0.8072486715105739,121.00905029951547,0.03192759760387631,0.9333333333333333,2.9799091096951225,4,3.192759760387631,4,100.0,1
36,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100077,18.057922151944698,191.04240927396225,0.0,0.8,0.0,5,0.0,5,80.0,2
36,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100077,33.31718762609896,80.86745858788586,0.35306033129691305,0.4,14.122413251876523,3,35.30603312969131,2,40.0,5
36,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100077,-12.690359182140458,82.1237374209323,0.34301010063254156,0.5333333333333333,18.29387203373555,2,34.301010063254154,3,60.0,4
37,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100078,2.9696912162338025,35.28599634536951,0.7177120292370439,0.6666666666666667,47.84746861580293,1,71.7712029237044,1,80.0,2
37,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100078,16.72739537776943,138.54369434879547,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
37,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100078,16.664976769233466,189.64946389125103,0.0,0.8,0.0,4,0.0,4,80.0,2
37,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100078,25.9995851999708,73.5498561617577,0.4116011507059384,0.4,16.464046028237536,2,41.16011507059384,2,40.0,5
37,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100078,7.930152250415152,102.7442488534879,0.1780460091720968,0.5333333333333333,9.495787155845163,3,17.80460091720968,3,60.0,4
38,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100079,3.499910634293177,35.816215763428886,0.7134702738925689,0.6666666666666667,47.56468492617127,2,71.3470273892569,1,80.0,2
38,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100079,-79.8280243631248,41.988274607901246,0.66409380313679,0.9333333333333333,61.98208829276706,1,66.409380313679,3,100.0,1
38,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100079,-78.5249001986057,94.45958692341185,0.24432330461270524,0.8,19.54586436901642,4,24.432330461270524,5,80.0,2
38,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100079,-6.166706778485827,41.38356418330108,0.6689314865335914,0.4,26.757259461343654,3,66.89314865335913,2,40.0,5
38,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100079,-2.9347194996222425,91.87937710345051,0.2649649831723959,0.5333333333333333,14.131465769194449,5,26.496498317239592,4,60.0,4
39,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100080,40.61949830870305,72.93580343783876,0.41651357249728993,0.6666666666666667,27.767571499819333,2,41.651357249728996,3,80.0,2
39,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100080,5.3701233680337,127.18642233905975,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
39,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100080,-41.059263846868795,131.92522327514877,0.0,0.8,0.0,4,0.0,4,80.0,2
39,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100080,-6.446316018746383,41.10395494304053,0.6711683604556757,0.4,26.84673441822703,3,67.11683604556757,2,40.0,5
39,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100080,-71.45418817336741,23.359908429705342,0.8131207325623573,0.5333333333333333,43.36643906999239,1,81.31207325623573,1,60.0,4
40,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100081,-4.239232548098097,28.07707258103761,0.7753834193516991,0.6666666666666667,51.692227956779945,1,77.53834193516991,1,80.0,2
40,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100081,38.62768767961756,160.4439866506436,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
40,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100081,-122.48532182400973,50.499165298007824,0.5960066776159374,0.8,47.680534209274995,2,59.60066776159374,2,80.0,2
40,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100081,61.31594459964047,108.86621556142737,0.12907027550858108,0.4,5.162811020343243,4,12.907027550858107,4,40.0,5
40,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100081,-3.1396008394554356,91.67449576361732,0.26660403389106146,0.5333333333333333,14.218881807523278,3,26.660403389106147,3,60.0,4
41,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100082,33.213854491164945,65.53015962030065,0.4757587230375948,0.6666666666666667,31.717248202506326,2,47.57587230375948,2,80.0,2
41,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100082,21.623912028287524,143.44021099931356,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
41,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100082,-132.37463405320872,40.60985306880883,0.6751211754495293,0.8,54.00969403596235,1,67.51211754495293,1,80.0,2
41,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100082,47.70378981673063,95.25406077851753,0.23796751377185976,0.4,9.51870055087439,4,23.796751377185977,4,40.0,5
41,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100082,-22.143060794517734,72.67103580855502,0.4186317135315598,0.5333333333333333,22.32702472168319,3,41.863171353155984,3,60.0,4
42,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100083,-17.33882496589909,14.977480163236617,0.880180158694107,0.6666666666666667,58.67867724627381,1,88.0180158694107,1,80.0,2
42,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100083,15.29187982857329,137.10817879959933,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
42,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100083,1.4893050518655047,174.47379217388306,0.0,0.8,0.0,4,0.0,4,80.0,2
42,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100083,0.24444647354667817,47.79471743533359,0.6176422605173313,0.4,24.705690420693255,2,61.76422605173313,2,40.0,5
42,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100083,-2.2461623589629935,92.56793424410976,0.2594565260471219,0.5333333333333333,13.837681389179833,3,25.945652604712187,3,60.0,4
43,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100084,-1.4820549682417505,30.834250160893955,0.7533259987128483,0.6666666666666667,50.221733247523225,1,75.33259987128483,1,80.0,2
